regressor_type,emotion_dimension,feature_group_criteria,group_id,hyperparams_json,score
gradientboost_regressor,Arousal,participant,2.0,"""{\""learning_rate\"": 1, \""max_depth\"": 5, \""n_estimators\"": 500}""",-0.325
gradientboost_regressor,Dominance,participant,2.0,"""{\""learning_rate\"": 0.01, \""max_depth\"": 3, \""n_estimators\"": 500}""",-0.5459093938915291
gradientboost_regressor,Liking,participant,2.0,"""{\""learning_rate\"": 1, \""max_depth\"": 9, \""n_estimators\"": 500}""",-0.425
svr_regressor,Valence,participant,2.0,"""{\""C\"": 0.1, \""gamma\"": 0.0001, \""kernel\"": \""poly\""}""",-0.5000000236127893
svr_regressor,Arousal,participant,2.0,"""{\""C\"": 1, \""gamma\"": 1, \""kernel\"": \""rbf\""}""",-0.5047804012863393
svr_regressor,Dominance,participant,2.0,"""{\""C\"": 1, \""gamma\"": 1, \""kernel\"": \""rbf\""}""",-0.5038309001930663
svr_regressor,Liking,participant,2.0,"""{\""C\"": 100, \""gamma\"": 0.0001, \""kernel\"": \""poly\""}""",-0.499978964111088
random_forest,Valence,participant,3.0,"""{\""max_depth\"": 6, \""max_features\"": \""sqrt\"", \""max_leaf_nodes\"": 3, \""n_estimators\"": 25}""",-0.5273161593394315
random_forest,Arousal,participant,3.0,"""{\""max_depth\"": 6, \""max_features\"": \""log2\"", \""max_leaf_nodes\"": 6, \""n_estimators\"": 50}""",-0.488390671005551
random_forest,Dominance,participant,3.0,"""{\""max_depth\"": 3, \""max_features\"": \""log2\"", \""max_leaf_nodes\"": 3, \""n_estimators\"": 50}""",-0.5745538145907251
random_forest,Liking,participant,3.0,"""{\""max_depth\"": 9, \""max_features\"": \""sqrt\"", \""max_leaf_nodes\"": 3, \""n_estimators\"": 25}""",-0.5309607865466182
xgboost_regressor,Valence,participant,3.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Arousal,participant,3.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Dominance,participant,3.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Liking,participant,3.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
gradientboost_regressor,Valence,participant,3.0,"""{\""learning_rate\"": 0.01, \""max_depth\"": 1, \""n_estimators\"": 5}""",-0.5184440395333232
gradientboost_regressor,Arousal,participant,3.0,"""{\""learning_rate\"": 1, \""max_depth\"": 9, \""n_estimators\"": 50}""",-0.425
gradientboost_regressor,Dominance,participant,3.0,"""{\""learning_rate\"": 0.01, \""max_depth\"": 3, \""n_estimators\"": 5}""",-0.545219238428782
gradientboost_regressor,Liking,participant,3.0,"""{\""learning_rate\"": 1, \""max_depth\"": 9, \""n_estimators\"": 500}""",-0.5
svr_regressor,Valence,participant,3.0,"""{\""C\"": 1, \""gamma\"": 10, \""kernel\"": \""rbf\""}""",-0.5125000443878944
svr_regressor,Arousal,participant,3.0,"""{\""C\"": 1, \""gamma\"": 1, \""kernel\"": \""rbf\""}""",-0.5082846452288741
svr_regressor,Dominance,participant,3.0,"""{\""C\"": 1, \""gamma\"": 10, \""kernel\"": \""rbf\""}""",-0.5350000924048472
svr_regressor,Liking,participant,3.0,"""{\""C\"": 1, \""gamma\"": 0.0001, \""kernel\"": \""linear\""}""",-0.4828144435188661
random_forest,Valence,participant,4.0,"""{\""max_depth\"": 9, \""max_features\"": null, \""max_leaf_nodes\"": 6, \""n_estimators\"": 25}""",-0.4760032091446565
random_forest,Arousal,participant,4.0,"""{\""max_depth\"": 3, \""max_features\"": null, \""max_leaf_nodes\"": 9, \""n_estimators\"": 50}""",-0.4279682360432638
random_forest,Dominance,participant,4.0,"""{\""max_depth\"": 6, \""max_features\"": \""sqrt\"", \""max_leaf_nodes\"": 9, \""n_estimators\"": 25}""",-0.5344945887445888
random_forest,Liking,participant,4.0,"""{\""max_depth\"": 9, \""max_features\"": \""log2\"", \""max_leaf_nodes\"": 3, \""n_estimators\"": 25}""",-0.5446237860913741
xgboost_regressor,Valence,participant,4.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Arousal,participant,4.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Dominance,participant,4.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Liking,participant,4.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
gradientboost_regressor,Valence,participant,4.0,"""{\""learning_rate\"": 1, \""max_depth\"": 9, \""n_estimators\"": 5}""",-0.45
gradientboost_regressor,Arousal,participant,4.0,"""{\""learning_rate\"": 1, \""max_depth\"": 7, \""n_estimators\"": 50}""",-0.275
gradientboost_regressor,Dominance,participant,4.0,"""{\""learning_rate\"": 1, \""max_depth\"": 5, \""n_estimators\"": 5}""",-0.425
gradientboost_regressor,Liking,participant,4.0,"""{\""learning_rate\"": 0.01, \""max_depth\"": 1, \""n_estimators\"": 5}""",-0.5245800353706559
svr_regressor,Valence,participant,4.0,"""{\""C\"": 1, \""gamma\"": 0.0001, \""kernel\"": \""linear\""}""",-0.40466899444528315
svr_regressor,Arousal,participant,4.0,"""{\""C\"": 100, \""gamma\"": 0.0001, \""kernel\"": \""poly\""}""",-0.41999984941143487
svr_regressor,Dominance,participant,4.0,"""{\""C\"": 1, \""gamma\"": 10, \""kernel\"": \""rbf\""}""",-0.5376430227017
svr_regressor,Liking,participant,4.0,"""{\""C\"": 1, \""gamma\"": 10, \""kernel\"": \""rbf\""}""",-0.5173880977706102
random_forest,Valence,participant,5.0,"""{\""max_depth\"": 3, \""max_features\"": null, \""max_leaf_nodes\"": 3, \""n_estimators\"": 25}""",-0.508847677004362
random_forest,Arousal,participant,5.0,"""{\""max_depth\"": 3, \""max_features\"": \""sqrt\"", \""max_leaf_nodes\"": 9, \""n_estimators\"": 25}""",-0.5150464462163225
random_forest,Dominance,participant,5.0,"""{\""max_depth\"": 9, \""max_features\"": \""sqrt\"", \""max_leaf_nodes\"": 3, \""n_estimators\"": 25}""",-0.5187658719440628
random_forest,Liking,participant,5.0,"""{\""max_depth\"": 6, \""max_features\"": \""log2\"", \""max_leaf_nodes\"": 3, \""n_estimators\"": 25}""",-0.50375091678796
xgboost_regressor,Valence,participant,5.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Arousal,participant,5.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Dominance,participant,5.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Liking,participant,5.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
gradientboost_regressor,Valence,participant,5.0,"""{\""learning_rate\"": 1, \""max_depth\"": 7, \""n_estimators\"": 5}""",-0.45
gradientboost_regressor,Arousal,participant,5.0,"""{\""learning_rate\"": 0.01, \""max_depth\"": 1, \""n_estimators\"": 5}""",-0.5054349734003172
gradientboost_regressor,Dominance,participant,5.0,"""{\""learning_rate\"": 1, \""max_depth\"": 9, \""n_estimators\"": 500}""",-0.45
gradientboost_regressor,Liking,participant,5.0,"""{\""learning_rate\"": 1, \""max_depth\"": 7, \""n_estimators\"": 500}""",-0.5
svr_regressor,Valence,participant,5.0,"""{\""C\"": 0.1, \""gamma\"": 10, \""kernel\"": \""sigmoid\""}""",-0.48202206658412977
svr_regressor,Arousal,participant,5.0,"""{\""C\"": 0.1, \""gamma\"": 0.0001, \""kernel\"": \""poly\""}""",-0.4400000044821516
svr_regressor,Dominance,participant,5.0,"""{\""C\"": 100, \""gamma\"": 0.0001, \""kernel\"": \""sigmoid\""}""",-0.43221714466626066
svr_regressor,Liking,participant,5.0,"""{\""C\"": 0.1, \""gamma\"": 0.0001, \""kernel\"": \""poly\""}""",-0.400000005499467
random_forest,Valence,participant,6.0,"""{\""max_depth\"": 6, \""max_features\"": \""sqrt\"", \""max_leaf_nodes\"": 9, \""n_estimators\"": 25}""",-0.4984551587301588
random_forest,Arousal,participant,6.0,"""{\""max_depth\"": 9, \""max_features\"": null, \""max_leaf_nodes\"": 3, \""n_estimators\"": 50}""",-0.5366553168747938
random_forest,Dominance,participant,6.0,"""{\""max_depth\"": 9, \""max_features\"": null, \""max_leaf_nodes\"": 9, \""n_estimators\"": 25}""",-0.5369999999999999
random_forest,Liking,participant,6.0,"""{\""max_depth\"": 6, \""max_features\"": null, \""max_leaf_nodes\"": 9, \""n_estimators\"": 50}""",-0.18849999999999997
xgboost_regressor,Valence,participant,6.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Arousal,participant,6.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Dominance,participant,6.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Liking,participant,6.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
gradientboost_regressor,Valence,participant,6.0,"""{\""learning_rate\"": 0.01, \""max_depth\"": 1, \""n_estimators\"": 5}""",-0.5043378862608445
gradientboost_regressor,Arousal,participant,6.0,"""{\""learning_rate\"": 1, \""max_depth\"": 9, \""n_estimators\"": 50}""",-0.5
gradientboost_regressor,Dominance,participant,6.0,"""{\""learning_rate\"": 0.01, \""max_depth\"": 3, \""n_estimators\"": 500}""",-0.5122125554445799
gradientboost_regressor,Liking,participant,6.0,"""{\""learning_rate\"": 1, \""max_depth\"": 3, \""n_estimators\"": 250}""",-0.1490631264842685
svr_regressor,Valence,participant,6.0,"""{\""C\"": 0.1, \""gamma\"": 0.0001, \""kernel\"": \""poly\""}""",-0.40000000131136904
svr_regressor,Arousal,participant,6.0,"""{\""C\"": 0.1, \""gamma\"": 10, \""kernel\"": \""sigmoid\""}""",-0.5087345371960575
svr_regressor,Dominance,participant,6.0,"""{\""C\"": 1, \""gamma\"": 10, \""kernel\"": \""rbf\""}""",-0.511616764610818
svr_regressor,Liking,participant,6.0,"""{\""C\"": 100, \""gamma\"": 0.0001, \""kernel\"": \""rbf\""}""",-0.18471598501949696
random_forest,Valence,participant,7.0,"""{\""max_depth\"": 9, \""max_features\"": \""log2\"", \""max_leaf_nodes\"": 9, \""n_estimators\"": 50}""",-0.5219513472638473
random_forest,Arousal,participant,7.0,"""{\""max_depth\"": 9, \""max_features\"": \""log2\"", \""max_leaf_nodes\"": 9, \""n_estimators\"": 25}""",-0.5225990079365079
random_forest,Dominance,participant,7.0,"""{\""max_depth\"": 9, \""max_features\"": \""log2\"", \""max_leaf_nodes\"": 3, \""n_estimators\"": 25}""",-0.5163532817106741
random_forest,Liking,participant,7.0,"""{\""max_depth\"": 6, \""max_features\"": \""sqrt\"", \""max_leaf_nodes\"": 9, \""n_estimators\"": 25}""",-0.45576559829059826
xgboost_regressor,Valence,participant,7.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Arousal,participant,7.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Dominance,participant,7.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Liking,participant,7.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
gradientboost_regressor,Valence,participant,7.0,"""{\""learning_rate\"": 1, \""max_depth\"": 9, \""n_estimators\"": 500}""",-0.4
gradientboost_regressor,Arousal,participant,7.0,"""{\""learning_rate\"": 0.01, \""max_depth\"": 5, \""n_estimators\"": 5}""",-0.5248586247206042
gradientboost_regressor,Dominance,participant,7.0,"""{\""learning_rate\"": 0.01, \""max_depth\"": 1, \""n_estimators\"": 5}""",-0.479730075865775
gradientboost_regressor,Liking,participant,7.0,"""{\""learning_rate\"": 1, \""max_depth\"": 9, \""n_estimators\"": 50}""",-0.45
svr_regressor,Valence,participant,7.0,"""{\""C\"": 0.1, \""gamma\"": 0.0001, \""kernel\"": \""poly\""}""",-0.4000000004536445
svr_regressor,Arousal,participant,7.0,"""{\""C\"": 100, \""gamma\"": 0.0001, \""kernel\"": \""linear\""}""",-0.4192744973287425
svr_regressor,Dominance,participant,7.0,"""{\""C\"": 0.1, \""gamma\"": 0.0001, \""kernel\"": \""poly\""}""",-0.4000000008389922
svr_regressor,Liking,participant,7.0,"""{\""C\"": 0.1, \""gamma\"": 0.0001, \""kernel\"": \""linear\""}""",-0.493996179681638
random_forest,Valence,participant,8.0,"""{\""max_depth\"": 9, \""max_features\"": \""log2\"", \""max_leaf_nodes\"": 9, \""n_estimators\"": 25}""",-0.5508771131646132
random_forest,Arousal,participant,8.0,"""{\""max_depth\"": 6, \""max_features\"": null, \""max_leaf_nodes\"": 9, \""n_estimators\"": 25}""",-0.43899999999999995
random_forest,Dominance,participant,8.0,"""{\""max_depth\"": 9, \""max_features\"": null, \""max_leaf_nodes\"": 9, \""n_estimators\"": 25}""",-0.425
random_forest,Liking,participant,8.0,"""{\""max_depth\"": 6, \""max_features\"": \""sqrt\"", \""max_leaf_nodes\"": 3, \""n_estimators\"": 25}""",-0.5122806843173529
xgboost_regressor,Valence,participant,8.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Arousal,participant,8.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Dominance,participant,8.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Liking,participant,8.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
gradientboost_regressor,Valence,participant,8.0,"""{\""learning_rate\"": 1, \""max_depth\"": 5, \""n_estimators\"": 5}""",-0.5
gradientboost_regressor,Arousal,participant,8.0,"""{\""learning_rate\"": 1, \""max_depth\"": 9, \""n_estimators\"": 5}""",-0.375
gradientboost_regressor,Dominance,participant,8.0,"""{\""learning_rate\"": 1, \""max_depth\"": 5, \""n_estimators\"": 500}""",-0.4
gradientboost_regressor,Liking,participant,8.0,"""{\""learning_rate\"": 1, \""max_depth\"": 5, \""n_estimators\"": 5}""",-0.5164502164502165
svr_regressor,Valence,participant,8.0,"""{\""C\"": 100, \""gamma\"": 1, \""kernel\"": \""rbf\""}""",-0.5206382382029423
svr_regressor,Arousal,participant,8.0,"""{\""C\"": 1, \""gamma\"": 10, \""kernel\"": \""rbf\""}""",-0.5176486067320574
svr_regressor,Dominance,participant,8.0,"""{\""C\"": 0.1, \""gamma\"": 0.0001, \""kernel\"": \""linear\""}""",-0.4188632015266266
svr_regressor,Liking,participant,8.0,"""{\""C\"": 0.1, \""gamma\"": 10, \""kernel\"": \""sigmoid\""}""",-0.4650251936871322
random_forest,Valence,participant,9.0,"""{\""max_depth\"": 9, \""max_features\"": null, \""max_leaf_nodes\"": 9, \""n_estimators\"": 150}""",-0.4453333333333333
random_forest,Arousal,participant,9.0,"""{\""max_depth\"": 9, \""max_features\"": null, \""max_leaf_nodes\"": 9, \""n_estimators\"": 50}""",-0.523
random_forest,Dominance,participant,9.0,"""{\""max_depth\"": 9, \""max_features\"": \""log2\"", \""max_leaf_nodes\"": 9, \""n_estimators\"": 25}""",-0.5095113636363637
random_forest,Liking,participant,9.0,"""{\""max_depth\"": 6, \""max_features\"": null, \""max_leaf_nodes\"": 6, \""n_estimators\"": 50}""",-0.4354103375790876
xgboost_regressor,Valence,participant,9.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Arousal,participant,9.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Dominance,participant,9.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
xgboost_regressor,Liking,participant,9.0,"""{\""colsample_bytree\"": 0.5, \""gamma\"": 7, \""max_depth\"": 3, \""min_child_weight\"": 0, \""reg_alpha\"": 40, \""reg_lambda\"": 0}""",-0.5
gradientboost_regressor,Valence,participant,9.0,"""{\""learning_rate\"": 1, \""max_depth\"": 9, \""n_estimators\"": 5}""",-0.4
gradientboost_regressor,Arousal,participant,9.0,"""{\""learning_rate\"": 1, \""max_depth\"": 3, \""n_estimators\"": 5}""",-0.5170500633227577
gradientboost_regressor,Dominance,participant,9.0,"""{\""learning_rate\"": 0.1, \""max_depth\"": 7, \""n_estimators\"": 500}""",-0.4048803235826915
gradientboost_regressor,Liking,participant,9.0,"""{\""learning_rate\"": 1, \""max_depth\"": 7, \""n_estimators\"": 50}""",-0.35
svr_regressor,Valence,participant,9.0,"""{\""C\"": 1, \""gamma\"": 10, \""kernel\"": \""rbf\""}""",-0.5450094732447567
svr_regressor,Arousal,participant,9.0,"""{\""C\"": 1, \""gamma\"": 10, \""kernel\"": \""rbf\""}""",-0.5200067417409486
svr_regressor,Dominance,participant,9.0,"""{\""C\"": 100, \""gamma\"": 0.0001, \""kernel\"": \""sigmoid\""}""",-0.4721573310946322
svr_regressor,Liking,participant,9.0,"""{\""C\"": 0.1, \""gamma\"": 0.0001, \""kernel\"": \""linear\""}""",-0.44801413273510315
random_forest,Valence,participant,10.0,"""{\""max_depth\"": 9, \""max_features\"": null, \""max_leaf_nodes\"": 9, \""n_estimators\"": 25}""",-0.4944
random_forest,Arousal,participant,10.0,"""{\""max_depth\"": 6, \""max_features\"": null, \""max_leaf_nodes\"": 6, \""n_estimators\"": 25}""",-0.5398026808159161
